accession	barcode	segment_name	space	segment_subtype	clade	gl_clade
A/swine/Indiana/21TOSU3115/2021	21TOSU3115	HA		H1	delta2	1B.2.1
A/swine/Indiana/21TOSU3117/2021	21TOSU3117	HA		H1	delta2	1B.2.1
A/swine/Indiana/21TOSU3118/2021	21TOSU3118	HA		H1	delta2	1B.2.1
A/swine/Indiana/21TOSU3124/2021	21TOSU3124	HA		H1	delta2	1B.2.1
A/swine/Indiana/21TOSU3125/2021	21TOSU3125	HA		H1	delta2	1B.2.1
A/swine/Indiana/21TOSU3378/2021	21TOSU3378	HA		H1	delta2	1B.2.1
A/swine/Indiana/21TOSU3380/2021	21TOSU3380	HA		H1	delta2	1B.2.1
A/swine/Indiana/21TOSU3386/2021	21TOSU3386	HA		H1	delta2	1B.2.1
A/swine/Indiana/21TOSU3387/2021	21TOSU3387	HA		H1	delta2	1B.2.1
A/swine/Indiana/21TOSU3389/2021	21TOSU3389	HA		H1	delta2	1B.2.1
A/swine/Indiana/21TOSU3399/2021	21TOSU3399	HA		H1	delta2	1B.2.1
A/swine/Indiana/21TOSU3652/2021	21TOSU3652	HA		H1	delta2	1B.2.1
A/swine/Indiana/21TOSU3377/2021	21TOSU3377	HA		H1	delta2	1B.2.1
A/swine/Indiana/21TOSU3398/2021	21TOSU3398	HA		H1	delta2	1B.2.1
A/swine/Kentucky/21TOSU2533/2021	21TOSU2533	HA		H1	delta2	1B.2.1
A/swine/Indiana/A02636151/2021	A02636151	HA		H1	delta2	1B.2.1
A/swine/Kentucky/21TOSU2627/2021	21TOSU2627	HA		H1	delta2	1B.2.1
A/swine/Indiana/21TOSU3382/2021	21TOSU3382	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02525093/2021	A02525093	HA		H1	delta2	1B.2.1
A/swine/Illinois/A02525318/2021	A02525318	HA		H1	delta2	1B.2.1
A/swine/Illinois/A02525222/2021	A02525222	HA		H1	delta2	1B.2.1
A/swine/Indiana/A01812315/2021	A01812315	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02525135/2021	A02525135	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635706/2021	A02635706	HA		H1	delta2	1B.2.1
A/swine/California/A02635826/2021	A02635826	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02525247/2021	A02525247	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636093/2021	A02636093	HA		H1	delta2	1B.2.1
A/swine/Illinois/A02635737/2021	A02635737	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635755/2021	A02635755	HA		H1	delta2	1B.2.1
A/swine/Illinois/A02636104/2021	A02636104	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636146/2021	A02636146	HA		H1	delta2	1B.2.1
A/swine/Indiana/A02525193/2021	A02525193	HA		H1	delta2	1B.2.1
A/swine/Indiana/A02525394/2021	A02525394	HA		H1	delta2	1B.2.1
A/swine/Indiana/A02525131/2021	A02525131	HA		H1	delta2	1B.2.1
A/swine/Indiana/A02525054/2021	A02525054	HA		H1	delta2	1B.2.1
A/swine/Illinois/A02635758/2021	A02635758	HA		H1	delta2	1B.2.1
A/swine/Ohio/A02636080/2021	A02636080	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750878/2022	A02750878	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750664/2022	A02750664	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750821/2022	A02750821	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636371/2022	A02636371	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635933/2021	A02635933	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636680/2022	A02636680	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636510/2022	A02636510	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636540/2022	A02636540	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750746/2022	A02750746	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750815/2022	A02750815	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750683/2022	A02750683	HA		H1	delta2	1B.2.1
A/swine/Missouri/A02750681/2022	A02750681	HA		H1	delta2	1B.2.1
A/swine/Missouri/A02750723/2022	A02750723	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02525071/2021	A02525071	HA		H1	delta2	1B.2.1
A/swine/Missouri/A02525232/2021	A02525232	HA		H1	delta2	1B.2.1
A/swine/Texas/A01104151/2021	A01104151	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636455/2022	A02636455	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636124/2021	A02636124	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636127/2021	A02636127	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636095/2021	A02636095	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635888/2021	A02635888	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635907/2021	A02635907	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635918/2021	A02635918	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635848/2021	A02635848	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636075/2021	A02636075	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636375/2022	A02636375	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750891/2022	A02750891	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750863/2022	A02750863	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750673/2022	A02750673	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750795/2022	A02750795	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750680/2022	A02750680	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02246906/2021	A02246906	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02711809/2022	A02711809	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02636602/2022	A02636602	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750811/2022	A02750811	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750909/2022	A02750909	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02525072/2021	A02525072	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02525157/2021	A02525157	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02248072/2021	A02248072	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635721/2021	A02635721	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02525380/2021	A02525380	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635818/2021	A02635818	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02248055/2021	A02248055	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02246918/2022	A02246918	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02711695/2022	A02711695	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02248057/2021	A02248057	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02245883/2021	A02245883	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635765/2021	A02635765	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02245866/2021	A02245866	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636315/2021	A02636315	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750677/2022	A02750677	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636065/2021	A02636065	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02711820/2022	A02711820	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02711713/2022	A02711713	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02636079/2021	A02636079	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02525353/2021	A02525353	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636374/2022	A02636374	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02750813/2022	A02750813	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750884/2022	A02750884	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750882/2022	A02750882	HA		H1	delta2	1B.2.1
A/swine/Nebraska/A02636507/2022	A02636507	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750791/2022	A02750791	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02248040/2021	A02248040	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635910/2021	A02635910	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636062/2021	A02636062	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635763/2021	A02635763	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750866/2022	A02750866	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02711818/2022	A02711818	HA		H1	delta2	1B.2.1
A/swine/Nebraska/A02711709/2022	A02711709	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636497/2022	A02636497	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636633/2022	A02636633	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750859/2022	A02750859	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750773/2022	A02750773	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750738/2022	A02750738	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750624/2022	A02750624	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750655/2022	A02750655	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635863/2021	A02635863	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02525189/2021	A02525189	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02525359/2021	A02525359	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636125/2021	A02636125	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635703/2021	A02635703	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635810/2021	A02635810	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636466/2022	A02636466	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02248193/2021	A02248193	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02711872/2022	A02711872	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A01678642/2021	A01678642	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02248058/2021	A02248058	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02248064/2021	A02248064	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02248065/2021	A02248065	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02248190/2021	A02248190	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636060/2021	A02636060	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02245872/2021	A02245872	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02635978/2021	A02635978	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02245871/2021	A02245871	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02636182/2021	A02636182	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02246999/2021	A02246999	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02245876/2021	A02245876	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02525350/2021	A02525350	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02711850/2022	A02711850	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02245884/2021	A02245884	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02246841/2021	A02246841	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02246981/2021	A02246981	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02246987/2021	A02246987	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02525285/2021	A02525285	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636049/2021	A02636049	HA		H1	delta2	1B.2.1
A/swine/South_Dakota/A02636513/2022	A02636513	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02635716/2021	A02635716	HA		H1	delta2	1B.2.1
A/swine/Pennsylvania/A02636177/2021	A02636177	HA		H1	delta2	1B.2.1
A/swine/Pennsylvania/A02525055/2021	A02525055	HA		H1	delta2	1B.2.1
A/swine/Pennsylvania/A02525330/2021	A02525330	HA		H1	delta2	1B.2.1
A/swine/Pennsylvania/A02525171/2021	A02525171	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635988/2021	A02635988	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02246456/2021	A02246456	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02246840/2021	A02246840	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02711800/2022	A02711800	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636460/2022	A02636460	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02246989/2021	A02246989	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02525110/2021	A02525110	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635935/2021	A02635935	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635937/2021	A02635937	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02711866/2022	A02711866	HA		H1	delta2	1B.2.1
A/swine/Oklahoma/A02711853/2022	A02711853	HA		H1	delta2	1B.2.1
A/swine/Oklahoma/A02712159/2022	A02712159	HA		H1	delta2	1B.2.1
A/swine/Texas/A02710703/2022	A02710703	HA		H1	delta2	1B.2.1
A/swine/Oklahoma/A02711874/2022	A02711874	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635967/2021	A02635967	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02636141/2021	A02636141	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635894/2021	A02635894	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02525226/2021	A02525226	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A01678665/2021	A01678665	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635966/2021	A02635966	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02245868/2021	A02245868	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02636002/2021	A02636002	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02636005/2021	A02636005	HA		H1	delta2	1B.2.1
A/swine/Minnesota/A02246901/2021	A02246901	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02525339/2021	A02525339	HA		H1	delta2	1B.2.1
A/swine/Missouri/A02750725/2022	A02750725	HA		H1	delta2	1B.2.1
A/swine/Missouri/A02750855/2022	A02750855	HA		H1	delta2	1B.2.1
A/swine/Missouri/A02636355/2022	A02636355	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750702/2022	A02750702	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02525250/2021	A02525250	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02525309/2021	A02525309	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635853/2021	A02635853	HA		H1	delta2	1B.2.1
A/swine/Indiana/A02636393/2022	A02636393	HA		H1	delta2	1B.2.1
A/swine/Pennsylvania/A02636085/2021	A02636085	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02750918/2022	A02750918	HA		H1	delta2	1B.2.1
A/swine/Colorado/A02635977/2021	A02635977	HA		H1	delta2	1B.2.1
A/swine/Missouri/A02636310/2021	A02636310	HA		H1	delta2	1B.2.1
A/swine/South_Dakota/A02636463/2022	A02636463	HA		H1	delta2	1B.2.1
A/swine/Iowa/A02635968/2021	A02635968	HA		H1	delta2	1B.2.1
A/swine/Oklahoma/A02245879/2021	A02245879	HA		H1	delta1b	1B.2.2.2
A/swine/Kansas/A02248188/2021	A02248188	HA		H1	delta1b	1B.2.2.2
A/swine/Texas/A02248025/2021	A02248025	HA		H1	delta1b	1B.2.2.2
A/swine/Texas/A02248032/2021	A02248032	HA		H1	delta1b	1B.2.2.2
A/swine/Texas/A02246975/2021	A02246975	HA		H1	delta1b	1B.2.2.2
A/swine/Ohio/A02750759/2022	A02750759	HA		H1	delta1b	1B.2.2.2
A/swine/Indiana/A02750751/2022	A02750751	HA		H1	delta1b	1B.2.2.2
A/swine/Indiana/A02750675/2022	A02750675	HA		H1	delta1b	1B.2.2.2
A/swine/Indiana/A02750705/2022	A02750705	HA		H1	delta1b	1B.2.2.2
A/swine/Indiana/A02750794/2022	A02750794	HA		H1	delta1b	1B.2.2.2
A/swine/Indiana/A02750828/2022	A02750828	HA		H1	delta1b	1B.2.2.2
A/swine/Texas/A02248030/2021	A02248030	HA		H1	delta1b	1B.2.2.2
A/swine/Iowa/A02636134/2021	A02636134	HA		H1	delta1b	1B.2.2.2
A/swine/Kansas/A02248208/2021	A02248208	HA		H1	delta1b	1B.2.2.2
A/swine/Iowa/A02636391/2022	A02636391	HA		H1	delta1b	1B.2.2.2
A/swine/Oklahoma/A02710705/2022	A02710705	HA		H1	delta1b	1B.2.2.2
A/swine/Oklahoma/A02711876/2022	A02711876	HA		H1	delta1b	1B.2.2.2
A/swine/Oklahoma/A02711860/2022	A02711860	HA		H1	delta1b	1B.2.2.2
A/swine/Oklahoma/A02711821/2022	A02711821	HA		H1	delta1b	1B.2.2.2
A/swine/Minnesota/A02711810/2022	A02711810	HA		H1	delta1b	1B.2.2.2
A/swine/Minnesota/A02711826/2022	A02711826	HA		H1	delta1b	1B.2.2.2
A/swine/Minnesota/A02711807/2022	A02711807	HA		H1	delta1b	1B.2.2.2
A/swine/Minnesota/A01678652/2021	A01678652	HA		H1	delta1b	1B.2.2.2
A/swine/Minnesota/A02711704/2022	A02711704	HA		H1	delta1b	1B.2.2.2
A/swine/Iowa/A02635971/2021	A02635971	HA		H1	delta1b	1B.2.2.2
A/swine/Iowa/A02635756/2021	A02635756	HA		H1	delta1b	1B.2.2.2
A/swine/Michigan/A02525321/2021	A02525321	HA		H1	delta1b	1B.2.2.2
A/swine/Iowa/A02635820/2021	A02635820	HA		H1	delta1b	1B.2.2.2
A/swine/Iowa/A02636516/2022	A02636516	HA		H1	delta1b	1B.2.2.2
A/swine/Iowa/A02636631/2022	A02636631	HA		H1	delta1b	1B.2.2.2
A/swine/Iowa/A02636438/2022	A02636438	HA		H1	delta1b	1B.2.2.2
A/swine/Missouri/A02636363/2022	A02636363	HA		H1	delta1b	1B.2.2.2
A/swine/Missouri/A02636349/2022	A02636349	HA		H1	delta1b	1B.2.2.2
A/swine/Iowa/A02636446/2022	A02636446	HA		H1	delta1b	1B.2.2.2
A/swine/Missouri/A02750660/2022	A02750660	HA		H1	delta1b	1B.2.2.2
A/swine/Iowa/A02635991/2021	A02635991	HA		H1	delta1b	1B.2.2.2
A/swine/Illinois/A02636018/2021	A02636018	HA		H1	delta1b	1B.2.2.2
A/swine/Iowa/A02750633/2022	A02750633	HA		H1	delta1b	1B.2.2.2
A/swine/Iowa/A02636630/2022	A02636630	HA		H1	delta1b	1B.2.2.2
A/swine/Iowa/A02750790/2022	A02750790	HA		H1	delta1b	1B.2.2.2
A/swine/Iowa/A02636650/2022	A02636650	HA		H1	delta1b	1B.2.2.2
A/swine/Minnesota/A02248044/2021	A02248044	HA		H1	delta1b	1B.2.2.2
A/swine/Texas/A02635790/2021	A02635790	HA		H1	delta1b	1B.2.2.2
A/swine/Illinois/A02525231/2021	A02525231	HA		H1	delta1b	1B.2.2.2
A/swine/Illinois/A02525322/2021	A02525322	HA		H1	delta1b	1B.2.2.2
A/swine/Illinois/A02525300/2021	A02525300	HA		H1	delta1b	1B.2.2.2
A/swine/Oklahoma/A02246453/2021	A02246453	HA		H1	delta1b	1B.2.2.2
A/swine/Iowa/A02636036/2021	A02636036	HA		H1	delta1b	1B.2.2.2
A/swine/Iowa/A02635842/2021	A02635842	HA		H1	delta1b	1B.2.2.2
A/swine/Iowa/A02750632/2022	A02750632	HA		H1	delta1b	1B.2.2.2
A/swine/Iowa/A02750659/2022	A02750659	HA		H1	delta1b	1B.2.2.2
A/swine/Texas/A02248031/2021	A02248031	HA		H1	delta1b	1B.2.2.2
A/swine/Texas/A02245877/2021	A02245877	HA		H1	delta1b	1B.2.2.2
A/swine/Nebraska/A01378047/2021	A01378047	HA		H1	delta1b	1B.2.2.2
A/swine/Nebraska/A02636144/2021	A02636144	HA		H1	delta1b	1B.2.2.2
A/swine/Iowa/A02636039/2021	A02636039	HA		H1	delta1b	1B.2.2.2
A/swine/Colorado/A02246985/2021	A02246985	HA		H1	delta1a	1B.2.2.1
A/swine/Oklahoma/A02636359/2022	A02636359	HA		H1	delta1a	1B.2.2.1
A/swine/Iowa/A02636043/2021	A02636043	HA		H1	delta1a	1B.2.2.1
A/swine/Iowa/A02525385/2021	A02525385	HA		H1	delta1a	1B.2.2.1
A/swine/Indiana/A02636150/2021	A02636150	HA		H1	delta1a	1B.2.2.1
A/swine/Nebraska/A02636042/2021	A02636042	HA		H1	delta1a	1B.2.2.1
A/swine/Iowa/A02636648/2022	A02636648	HA		H1	delta1a	1B.2.2.1
A/swine/Iowa/A02636305/2021	A02636305	HA		H1	delta1a	1B.2.2.1
A/swine/Iowa/A02525361/2021	A02525361	HA		H1	delta1a	1B.2.2.1
A/swine/Indiana/A02635972/2021	A02635972	HA		H1	delta1a	1B.2.2.1
A/swine/Indiana/A02525188/2021	A02525188	HA		H1	delta1a	1B.2.2.1
A/swine/Ohio/A02636017/2021	A02636017	HA		H1	delta1a	1B.2.2.1
A/swine/Indiana/A02635997/2021	A02635997	HA		H1	delta1a	1B.2.2.1
A/swine/Indiana/A02525077/2021	A02525077	HA		H1	delta1a	1B.2.2.1
A/swine/Illinois/A02525086/2021	A02525086	HA		H1	delta1a	1B.2.2.1
A/swine/Iowa/A02636288/2022	A02636288	HA		H1	delta1a	1B.2.2.1
A/swine/Wyoming/A02525343/2021	A02525343	HA		H1	delta1a	1B.2.2.1
A/swine/Illinois/A02636111/2021	A02636111	HA		H1	delta1a	1B.2.2.1
A/swine/Iowa/A02636475/2022	A02636475	HA		H1	delta1a	1B.2.2.1
A/swine/Wyoming/A02636435/2022	A02636435	HA		H1	delta1a	1B.2.2.1
A/swine/Iowa/A02636457/2022	A02636457	HA		H1	delta1a	1B.2.2.1
A/swine/Indiana/A02635833/2021	A02635833	HA		H1	delta1a	1B.2.2.1
A/swine/Iowa/A02636436/2022	A02636436	HA		H1	delta1a	1B.2.2.1
A/swine/Illinois/A02636387/2022	A02636387	HA		H1	delta1a	1B.2.2.1
A/swine/Iowa/A02525377/2021	A02525377	HA		H1	delta1a	1B.2.2.1
A/swine/Minnesota/A02636074/2021	A02636074	HA		H1	delta1a	1B.2.2.1
A/swine/Iowa/A02525114/2021	A02525114	HA		H1	delta1a	1B.2.2.1
A/swine/Kansas/A02248036/2021	A02248036	HA		H1	LAIV	1A.4
A/swine/Kansas/A02248199/2021	A02248199	HA		H1	LAIV	1A.4
A/swine/Missouri/A02525327/2021	A02525327	HA		H1	LAIV	1A.4
A/swine/Oklahoma/A02248197/2021	A02248197	HA		H1	LAIV	1A.4
A/swine/Oklahoma/A02246915/2022	A02246915	HA		H1	LAIV	1A.4
A/swine/Colorado/A02636469/2022	A02636469	HA		H1	LAIV	1A.4
A/swine/Iowa/A02636572/2022	A02636572	HA		H1	LAIV	1A.4
A/swine/Iowa/A02636616/2022	A02636616	HA		H1	LAIV	1A.4
A/swine/Iowa/A02750850/2022	A02750850	HA		H1	LAIV	1A.4
A/swine/Illinois/A02750711/2022	A02750711	HA		H1	LAIV	1A.4
A/swine/Kansas/A02636184/2021	A02636184	HA		H1	LAIV	1A.4
A/swine/Pennsylvania/A02636588/2022	A02636588	HA		H1	LAIV	1A.4
A/swine/Kansas/A02636388/2022	A02636388	HA		H1	LAIV	1A.4
A/swine/Oklahoma/A02246973/2021	A02246973	HA		H1	LAIV	1A.4
A/swine/Oklahoma/A02636662/2022	A02636662	HA		H1	LAIV	1A.4
A/swine/North_Carolina/A02245875/2021	A02245875	HA		H1	LAIV	1A.4
A/swine/Iowa/A02636162/2021	A02636162	HA		H1	pdm	1A.3.3.2
A/swine/Indiana/A02525081/2021	A02525081	HA		H1	pdm	1A.3.3.2
A/swine/Minnesota/A02710708/2022	A02710708	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02636441/2022	A02636441	HA		H1	pdm	1A.3.3.2
A/swine/Ohio/A02635847/2021	A02635847	HA		H1	pdm	1A.3.3.2
A/swine/Indiana/A02525304/2021	A02525304	HA		H1	pdm	1A.3.3.2
A/swine/Indiana/A02635883/2021	A02635883	HA		H1	pdm	1A.3.3.2
A/swine/Indiana/A02635884/2021	A02635884	HA		H1	pdm	1A.3.3.2
A/swine/Kansas/A02636128/2021	A02636128	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02525089/2021	A02525089	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02636319/2021	A02636319	HA		H1	pdm	1A.3.3.2
A/swine/Oklahoma/A02711822/2022	A02711822	HA		H1	pdm	1A.3.3.2
A/swine/Oklahoma/A02248035/2021	A02248035	HA		H1	pdm	1A.3.3.2
A/swine/Texas/A02750754/2022	A02750754	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02750904/2022	A02750904	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02636461/2022	A02636461	HA		H1	pdm	1A.3.3.2
A/swine/Missouri/A02636683/2022	A02636683	HA		H1	pdm	1A.3.3.2
A/swine/Oklahoma/A02750854/2022	A02750854	HA		H1	pdm	1A.3.3.2
A/swine/Oklahoma/A02246454/2021	A02246454	HA		H1	pdm	1A.3.3.2
A/swine/Kansas/A02711702/2022	A02711702	HA		H1	pdm	1A.3.3.2
A/swine/Kansas/A02248204/2021	A02248204	HA		H1	pdm	1A.3.3.2
A/swine/Texas/A02246976/2021	A02246976	HA		H1	pdm	1A.3.3.2
A/swine/Oklahoma/A02711863/2022	A02711863	HA		H1	pdm	1A.3.3.2
A/swine/Kansas/A02248038/2021	A02248038	HA		H1	pdm	1A.3.3.2
A/swine/Oklahoma/A02246449/2021	A02246449	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02525041/2021	A02525041	HA		H1	pdm	1A.3.3.2
A/swine/Pennsylvania/A02525088/2021	A02525088	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02636541/2022	A02636541	HA		H1	pdm	1A.3.3.2
A/swine/Missouri/A02525159/2021	A02525159	HA		H1	pdm	1A.3.3.2
A/swine/Missouri/A02635806/2021	A02635806	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02636168/2021	A02636168	HA		H1	pdm	1A.3.3.2
A/swine/Nebraska/A02635786/2021	A02635786	HA		H1	pdm	1A.3.3.2
A/swine/Nebraska/A02635831/2021	A02635831	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02525398/2021	A02525398	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02636076/2021	A02636076	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02636352/2021	A02636352	HA		H1	pdm	1A.3.3.2
A/swine/Minnesota/A02711865/2022	A02711865	HA		H1	pdm	1A.3.3.2
A/swine/Minnesota/A02712152/2022	A02712152	HA		H1	pdm	1A.3.3.2
A/swine/Nebraska/A02636353/2022	A02636353	HA		H1	pdm	1A.3.3.2
A/swine/Indiana/A02750887/2022	A02750887	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02524413/2022	A02524413	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02750902/2022	A02750902	HA		H1	pdm	1A.3.3.2
A/swine/Minnesota/A02636681/2022	A02636681	HA		H1	pdm	1A.3.3.2
A/swine/Minnesota/A02248045/2021	A02248045	HA		H1	pdm	1A.3.3.2
A/swine/Minnesota/A02248048/2021	A02248048	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02636295/2021	A02636295	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02636087/2021	A02636087	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02636130/2021	A02636130	HA		H1	pdm	1A.3.3.2
A/swine/Iowa/A02636166/2021	A02636166	HA		H1	pdm	1A.3.3.2
